Number,Priority,Requested for,Configuration item,Short description,State,Assignment group,Assigned to,Child Incidents,Updated,Updated by,Category,Resolution notes,Detailed description,Work notes,Closed by,Created by,Opened by,Reassignment count,Resolved by,Created,Resolved,Resolve time,Days Open
INC1532942,4 - Low,CSDT CSDT,CotivitiProcessResultFile,PRD Tidal Job CotivitiProcessResultFile | 20324435 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,09-18-2025 04:00:29 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/08/2025 07:37:53 AM - Shivani Fulara (Work notes)
Unable to relocate carhp_results_appeals_20250628170026.json to \\day04\plans\Cotiviti_Appeals\Archive\Processing\Results\. which can be found

09/07/2025 07:16:30 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

09/07/2025 07:16:30 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Shivani Fulara,09-07-2025 07:16:30 PM,09-08-2025 07:37:53 AM,44483,11
INC1501472,4 - Low,CSDT CSDT,CreateNotesInGuidingCare,PRD Tidal Job CreateNotesInGuidingCare | 20005263 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,07-23-2025 04:35:24 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/11/2025 03:34:32 AM - Daniel Hill (Work notes)
Work notes from INCTASK0281023:

20005263 now active

07/11/2025 01:10:09 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/11/2025 01:10:09 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,07-11-2025 01:10:09 AM,07-11-2025 07:16:25 AM,21976,12
INC1524836,4 - Low,CSDT CSDT,CotivitiProcessResultFile,PRD Tidal Job CotivitiProcessResultFile | 20250890 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,09-05-2025 10:08:30 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/22/2025 10:12:10 AM - Shivani Fulara (Work notes)
Three reasons :

1. For 0815FVMVZ:  *** Reason *** CPT 13132-XU MEDICAL NOTES SUPPORT THE XU MODIIFER BILLED WITH CPT 13132 SEE MEDICAL --> it got resolved later

2. For 0821TKH6H:*** Reason *** Please reconsider our claim for additional payment. According to the medical records, the patient had several new areas treated such as left thumb, left middle finger, right hand, right ring finger, left small finger, right plantar surface, plantar surface of right 2nd toe, plantar surface of right 1st toe, plantar surface of right 3rd toe, and right 3rd toe. Please review the attached medical records and reprocess the 99213 for payment--> it got resolved later

3. Unable to relocate carhp_results_appeals_20250628170026.json which was found later

08/22/2025 09:16:39 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/22/2025 09:16:39 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Shivani Fulara,08-22-2025 09:16:39 AM,08-22-2025 10:12:10 AM,3331,14
INC1523004,4 - Low,CSDT CSDT,CotivitiProcessAcknowledgmentFile,PRD Tidal Job CotivitiProcessAcknowledgmentFile | 20234517 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,09-02-2025 04:24:39 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/20/2025 05:29:26 AM - Shivani Fulara (Work notes)
Duplicate ticket

08/19/2025 11:31:38 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/19/2025 11:31:38 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Shivani Fulara,08-19-2025 11:31:38 AM,08-20-2025 05:29:26 AM,64668,14
INC1542089,4 - Low,CSDT CSDT,CreateAssessmentInGuidingCare,PRD Tidal Job CreateAssessmentInGuidingCare | 20365639 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Divya Suma Pentamraju,0,10-09-2025 02:00:18 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/26/2025 02:47:21 PM - Divya Suma Pentamraju (Work notes)
The job completed abnormally only for a particular run.

From tidal output: The underlying connection was closed: An unexpected error occurred on a 
receive.


 Next run it completed normally.

09/24/2025 10:01:07 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

09/24/2025 10:01:07 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

09/24/2025 06:50:59 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

09/24/2025 06:50:59 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT CSDT,CSDT CSDT,0,Divya Suma Pentamraju,09-24-2025 06:50:59 AM,09-26-2025 02:47:22 PM,201383,15
INC1506407,4 - Low,CSDT CSDT,MA Market Intelligence Premium and Benefits Comparison,PRD Tidal Job MA Market Intelligence Premium and Benefits Comparison | 20059906 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Gaurav Singh,0,07-31-2025 05:16:36 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/21/2025 07:10:13 AM - CSDT CSDT (Work notes)
Parent:\CareModel\BI_Reports\Marketing and Sales Collaboration | Agent: DAYPRDSISAPP01

07/21/2025 07:10:13 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,1,Gaurav Singh,07-21-2025 07:10:13 AM,07-21-2025 07:43:36 AM,2003,10
INC1515775,4 - Low,CSDT CSDT,ProcessGrievanceAppealEPSDTeventClosures,PRD Tidal Job ProcessGrievanceAppealEPSDTeventClosures | 20131656 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Dudekula Ahmad,0,08-18-2025 04:11:14 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/06/2025 04:33:04 AM - Benjamin White (Work notes)
Work notes from INCTASK0284508:

Job is now active in Tidal PRD

08/06/2025 12:00:09 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/06/2025 12:00:09 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,08-06-2025 12:00:09 AM,08-06-2025 06:41:53 AM,24104,12
INC1491691,4 - Low,CSDT CSDT,CaptureLetterData,PRD Tidal Job CaptureLetterData | 19926913 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Dudekula Ahmad,0,07-08-2025 05:08:23 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/25/2025 05:14:01 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 05:14:01 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 04:58:34 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 04:58:34 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 04:43:11 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 04:43:11 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 04:27:42 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 04:27:42 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 04:12:11 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 04:12:11 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 03:56:42 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 03:56:42 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 03:41:17 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 03:41:17 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 03:25:51 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 03:25:51 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 03:10:22 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 03:10:22 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 02:54:52 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 02:54:52 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 02:39:27 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 02:39:27 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 02:23:58 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 02:23:58 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 02:08:32 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 02:08:32 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

06/25/2025 01:53:01 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/25/2025 01:53:01 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

",System Administrator,CSDT CSDT,CSDT CSDT,0,Dudekula Ahmad,06-25-2025 01:53:01 AM,06-25-2025 08:21:44 AM,23323,13
INC1527941,4 - Low,CSDT CSDT,CotivitiProcessResultFile,PRD Tidal Job CotivitiProcessResultFile | 20278678 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,09-11-2025 04:00:22 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/29/2025 07:02:13 AM - Shivani Fulara (Work notes)
Reasons :

1. For 0822FN20W:  Your dispute was transferred to the appeals process because of a denial resulting in zero payment Your complaint requested that we review claim, 2510502UX600 which denied, Code 92507GN because it is a Column two procedure to the Column one procedure, 92609 and use of a modifier is not supported, per our policy, which is based on the National Correct Coding Initiative (CCI) for Medicaid Services and Coding Validation. We have reviewed the request and determined that the documentation provided supports an overturn. The documentation supports that the patient received speech therapy in addition to the speech generating device service. If there are any further questions or concerns regarding the issue, please contact Provider Services.
= > it got resolved later

2. Unable to relocate carhp_results_appeals_20250628170026.json to \\day04\plans\Cotiviti_Appeals\Archive\Processing\Results\ => we can locate it in the drop location

08/28/2025 09:07:12 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/28/2025 09:07:12 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Shivani Fulara,08-28-2025 09:07:12 AM,08-29-2025 07:02:13 AM,78901,14
INC1517129,4 - Low,CSDT CSDT,CotivitiProcessResultFile,PRD Tidal Job CotivitiProcessResultFile | 20178002 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,08-22-2025 12:16:52 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/11/2025 12:26:33 PM - Shivani Fulara (Work notes)
Due to delay in complaint notes it failed

08/07/2025 07:16:44 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/07/2025 07:16:44 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Shivani Fulara,08-07-2025 07:16:44 PM,08-11-2025 12:26:33 PM,320989,15
INC1491728,4 - Low,CSDT CSDT,AssessmentNeededMembersFromFacetsEDW,PRD Tidal Job AssessmentNeededMembersFromFacetsEDW | 19926260 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,07-09-2025 05:12:06 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/25/2025 05:15:05 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Agent: DAYPRDCISAPP11

06/25/2025 05:15:05 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-25-2025 05:15:05 AM,06-26-2025 08:04:40 AM,96575,14
INC1590854,4 - Low,CSDT CSDT,UmDelegatedVendorAuthAttachmentInitialCCHMC,PRD Tidal Job UmDelegatedVendorAuthAttachmentInitialCCHMC | 20801339 | Completed Abnormally,Resolved,MgdSvc-ITCS - UM Integration,Sairam Govindarajulu,0,12-17-2025 09:58:59 AM,cs217792,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/16/2025 03:43:44 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

12/16/2025 03:43:44 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Sairam Govindarajulu,12-16-2025 03:43:44 PM,12-17-2025 09:58:59 AM,65715,6
INC1513905,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 20118716 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Dudekula Ahmad,0,10-14-2025 11:52:44 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/02/2025 07:12:40 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/02/2025 07:12:40 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,08-02-2025 07:12:40 AM,08-04-2025 09:19:07 AM,180387,13
INC1502487,4 - Low,CSDT CSDT,MA Market Intelligence Premium and Benefits Comparison,PRD Tidal Job MA Market Intelligence Premium and Benefits Comparison | 20024235 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Gaurav Singh,0,07-24-2025 05:13:02 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/14/2025 07:09:29 AM - CSDT CSDT (Work notes)
Parent:\CareModel\BI_Reports\Marketing and Sales Collaboration | Agent: DAYPRDSISAPP02

07/14/2025 07:09:29 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,1,Gaurav Singh,07-14-2025 07:09:29 AM,07-14-2025 07:10:22 AM,53,10
INC1500718,4 - Low,CSDT CSDT,MP_PROV_SPECIALTY,PRD Tidal Job MP_PROV_SPECIALTY | 19995767 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Dudekula Ahmad,0,07-22-2025 04:17:21 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/09/2025 06:00:15 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/09/2025 06:00:15 PM - CSDT CSDT (Work notes)
Parent:\CareModel\MEMBER_PROFILE\MEMBER_PROFILE_SSIS | Agent: DAYPRDAPP07

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,07-09-2025 06:00:15 PM,07-10-2025 06:19:35 AM,44360,13
INC1589528,4 - Low,CSDT CSDT,CaptureLetterData,PRD Tidal Job CaptureLetterData | 20806694 | Completed Abnormally,Resolved,MgdSvc-ITCS - Care Management,Srinivasa Ranga,0,12-15-2025 09:15:17 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/15/2025 11:20:24 AM - CSDT CSDT (Work notes)
Parent:\CDA\LetterLink | Agent: DAYPRDAPP07

12/15/2025 11:20:24 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,1,Srinivasa Ranga,12-15-2025 11:20:24 AM,12-15-2025 07:29:31 PM,29347,7
INC1547899,4 - Low,CSDT CSDT,CDPFaxMonitoringAlert,PRD Tidal Job CDPFaxMonitoringAlert | 20419561 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Systems Support,Bhuvaneshwaran Saravanan,0,10-22-2025 09:00:21 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/04/2025 10:00:11 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/04/2025 10:00:11 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Bhuvaneshwaran Saravanan,10-04-2025 10:00:11 AM,10-09-2025 09:09:59 AM,428988,18
INC1479193,4 - Low,CSDT CSDT,GC_OHCW_ODMDeltaExtract,**RUNNING LONG** GC_OHCW_ODMDeltaExtract | Job ID 19816288 | in Tidal PRD,Closed,MgdSvc-ITCS - Clinical Automation,Dudekula Ahmad,0,06-13-2025 04:42:05 PM,ldao,Incident,,"GC_OHCW_ODMDeltaExtract has an average run time of 149 minutes but has now been active for 170 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","06/02/2025 03:06:38 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/02/2025 03:06:38 PM - CSDT CSDT (Work notes)
Parent:\CTS\ConsoleApps | Actual Duration: 170

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-02-2025 03:06:38 PM,06-03-2025 05:32:21 AM,51943,11
INC1582662,4 - Low,CSDT CSDT,FicoMonitoring,PRD Tidal Job FicoMonitoring | 20720958 | Completed Abnormally,Resolved,MgdSvc-ITCS - Clinical Systems Support,Srinivasa Ranga,0,12-12-2025 09:21:49 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/04/2025 02:40:09 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

12/04/2025 02:40:09 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Srinivasa Ranga,12-04-2025 02:40:09 AM,12-11-2025 01:19:36 PM,643167,18
INC1583419,4 - Low,CSDT CSDT,CotivitiProcessAcknowledgmentFile,PRD Tidal Job CotivitiProcessAcknowledgmentFile | 20764090 | Completed Abnormally,Resolved,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,12-12-2025 09:20:27 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/04/2025 11:11:13 PM - Shivani Fulara (Work notes)
Duplicate ticket INC1583053

12/04/2025 08:31:40 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

12/04/2025 08:31:40 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Shivani Fulara,12-04-2025 08:31:40 PM,12-04-2025 11:11:13 PM,9573,18
INC1591560,4 - Low,CSDT CSDT,UMDiscrepancy,**RUNNING LONG** UMDiscrepancy | Job ID 20792820 | in Tidal PRD,Resolved,ITCS - Clinical Automation,Divya Suma Pentamraju,0,12-18-2025 10:49:05 AM,cs216267,Incident,,"UMDiscrepancy has an average run time of 297 minutes but has now been active for 621 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","12/17/2025 06:06:22 PM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 621

12/17/2025 05:09:24 PM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 561

12/17/2025 04:10:30 PM - Tyler Smith (Work notes)
Work notes from INCTASK0299515:

Job has had the max duration increased. 
No action to take currently
Closing

Ref: CHG0152288

12/17/2025 04:09:10 PM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 501

12/17/2025 03:20:44 PM - Tyler Smith (Work notes)
Work notes from INCTASK0299515:

User is working on submitting a change to increase the Max Timeout to a more accurate number. Holding off aborting

12/17/2025 03:07:20 PM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 441

12/17/2025 03:04:51 PM - Tyler Smith (Work notes)
Work notes from INCTASK0299515:

Reached out to current assignee to verify what database this runs on

12/17/2025 02:10:36 PM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 381

12/17/2025 01:11:50 PM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 320

12/17/2025 01:11:50 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT CSDT,CSDT CSDT,1,Divya Suma Pentamraju,12-17-2025 01:11:50 PM,12-18-2025 10:49:05 AM,77835,5
